"pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths"
19724,"91 ADELINE ST","1900","94200",6,2,0
19725,"95 ADELINE ST","1900","110700",3,2,1
19726,"99 ADELINE ST","1989","141500",6,2,0
19727,"103 ADELINE ST","1989","184700",8,3,0
19728,"109 ADELINE ST","1989","145900",8,3,0
19729,"113 ADELINE ST","1989","152100",6,2,2
19730,"113 ADELINE ST #REAR",NA,"2800",NA,NA,NA
19731,"119 ADELINE ST","1900","83700",3,1,0
19732,"121 ADELINE ST","1900","73200",2,1,0
19733,"125 ADELINE ST",NA,"30000",NA,NA,NA
19734,"127 ADELINE ST",NA,"25200",NA,NA,NA
19735,"133 ADELINE ST",NA,"28100",NA,NA,NA
19736,"135 ADELINE ST",NA,"28100",NA,NA,NA
19737,"105 BARCLAY ST","1981","344400",0,0,NA
19738,"109 BARCLAY ST",NA,"105500",NA,NA,NA
19739,"100 BARCLAY ST",NA,"79000",NA,NA,NA
19740,"96 BARCLAY ST","1954","228400",0,0,NA
19741,"145 ADELINE ST","1940","240600",0,0,NA
19742,"155 ADELINE ST","1900","563100",0,0,NA
19743,"525 ELLA T GRASSO BLVD",NA,"529000",NA,NA,NA
19744,"808 WASHINGTON AV","1975","1200300",0,0,NA
19745,"WASHINGTON AV",NA,"235800",NA,NA,NA
19746,"203 LAMBERTON ST","1989","134600",6,2,0
19747,"205 LAMBERTON ST",NA,"28700",NA,NA,NA
19748,"215 LAMBERTON ST","1968","358800",0,0,NA
19749,"ELLA T GRASSO BLVD",NA,"117400",NA,NA,NA
19750,"396 ELLA T GRASSO BLVD","1900","610100",0,0,NA
19751,"ELLA T GRASSO BLVD",NA,"48800",NA,NA,NA
19752,"WASHINGTON AV",NA,"241200",NA,NA,NA
19753,"540 ELLA T GRASSO BLVD","1963","12178000",0,0,NA
19754,"ELLA T GRASSO BLVD",NA,"214500",NA,NA,NA
19755,"ELLA T GRASSO BLVD",NA,"80500",NA,NA,NA
19756,"500 ELLA T GRASSO BLVD","1951","240800",0,0,NA
19757,"468 ELLA T GRASSO BLVD","1920","340700",0,0,NA
19758,"440 ELLA T GRASSO BLVD",NA,"124700",NA,NA,NA
19759,"ELLA T GRASSO BLVD",NA,"135200",NA,NA,NA
19760,"ELLA T GRASSO BLVD",NA,"62000",NA,NA,NA
19761,"WASHINGTON AV",NA,"23400",NA,NA,NA
19762,"220 TERMINAL PL","1960","729100",0,0,NA
19763,"PRINTERS LA",NA,"127400",NA,NA,NA
19764,"PRINTERS LA","1970","191900",NA,NA,NA
19765,"TERMINAL PL","1960","477300",0,0,NA
19766,"30 PRINTERS LA","1959","277300",0,0,NA
19767,"PRINTERS LA",NA,"26300",NA,NA,NA
19768,"60 PRINTERS LA","1971","644300",0,0,NA
19769,"ORANGE AV",NA,"113300",NA,NA,NA
19770,"30 ORANGE AV","1955","471900",0,0,NA
19771,"690 ELLA T GRASSO BLVD","1948","708700",0,0,NA
19772,"10 ORANGE AV","1900","547800",0,0,NA
19773,"670 ELLA T GRASSO BLVD",NA,"404400",NA,NA,NA
19774,"650 ELLA T GRASSO BLVD","1958","1682900",0,0,NA
19775,"41 LONGHINI LA","1964","442100",0,0,NA
19776,"47 LONGHINI LA",NA,"22300",NA,NA,NA
19777,"51 LONGHINI LA","1965","980200",0,0,NA
19778,"TERMINAL PL",NA,"150400",NA,NA,NA
19779,"592 ELLA T GRASSO BLVD","1958","716700",0,3,NA
19780,"586 ELLA T GRASSO BLVD","1958","1116100",0,0,NA
19781,"630 ELLA T GRASSO BLVD","1960","422700",0,0,NA
19782,"624 ELLA T GRASSO BLVD","1960","324100",0,0,NA
19783,"620 ELLA T GRASSO BLVD","1960","664900",0,0,NA
19784,"610 ELLA T GRASSO BLVD","1960","428000",0,0,NA
19785,"604 ELLA T GRASSO BLVD","1960","418700",0,0,NA
19786,"29 TERMINAL PL","1961","319000",0,0,NA
19787,"199 TERMINAL PL","1961","205100",0,0,NA
19788,"209 TERMINAL PL","1963","332400",0,0,NA
19789,"219 TERMINAL PL","1900","182000",0,0,NA
19790,"299 TERMINAL PL","1960","811500",0,0,NA
19791,"COLUMBUS AV",NA,"5360600",NA,NA,NA
19792,"EDDY ST",NA,"199600",NA,NA,NA
19793,"516 COLUMBUS AV","1900","213700",8,8,0
19794,"CONGRESS AV",NA,"83700",NA,NA,NA
19795,"914 CONGRESS AV","1900","127300",4,2,0
19796,"910 CONGRESS AV","1900","88200",2,1,0
19797,"906 CONGRESS AV",NA,"39600",NA,NA,NA
19798,"900 CONGRESS AV","1989","148800",5,2,1
19799,"896 CONGRESS AV","1910","108100",3,1,0
19800,"892 CONGRESS AV","1910","129700",4,2,0
19801,"890 CONGRESS AV","2012","146300",3,1,1
19802,"886 CONGRESS AV","2012","145600",3,1,1
19803,NA,NA,NA,NA,NA,NA
19804,"880 CONGRESS AV","2012","146300",3,1,1
19805,"878 CONGRESS AV","2012","146300",3,1,1
19806,"874 CONGRESS AV","1910","117400",4,2,0
19807,"870 CONGRESS AV","1900","111900",4,2,0
19808,"866 CONGRESS AV","1900","130900",5,3,0
19809,"864 CONGRESS AV","1900","88300",4,2,0
19810,"862 CONGRESS AV","1910","115500",3,1,1
19811,"856 CONGRESS AV","1900","254100",0,0,NA
19812,"26 DOWNES ST","1910","114700",4,0,2
19813,"24 DOWNES ST","1900","140900",0,0,NA
19814,"20 DOWNES ST",NA,"43600",NA,NA,NA
19815,"16 DOWNES ST","1900","113900",5,2,0
19816,"4 DOWNES ST","1900","119900",3,1,0
19817,"541 COLUMBUS AV",NA,"45600",NA,NA,NA
19818,"547 COLUMBUS AV","1910","150400",6,2,0
19819,"551 COLUMBUS AV","1900","1374100",0,0,NA
19820,"563 COLUMBUS AV",NA,"45100",NA,NA,NA
19821,"565 COLUMBUS AV",NA,"45100",NA,NA,NA
19822,"569 COLUMBUS AV","1930","105600",0,0,NA
19823,"573 COLUMBUS AV",NA,"44600",NA,NA,NA
19824,"575 COLUMBUS AV","1930","246400",0,0,NA
19825,"583 COLUMBUS AV","1910","124700",3,1,0
19826,"585 COLUMBUS AV","1900","116100",0,0,NA
19827,"593 COLUMBUS AV","1900","303100",10,9,NA
19828,"595 COLUMBUS AV","1910","131000",4,4,0
19829,"848 CONGRESS AV","1900","359000",0,0,NA
19830,"25 DOWNES ST","1900","147300",6,3,0
19831,"846 CONGRESS AV","1900","196100",0,0,NA
19832,"842 CONGRESS AV","1900","112000",3,1,1
19833,"840 CONGRESS AV","1910","132200",4,2,0
19834,"836 CONGRESS AV","1910","153300",6,3,0
19835,"834 CONGRESS AV","1910","128500",4,2,0
19836,"826 CONGRESS AV","1989","147400",5,2,1
19837,"28 BOND ST","1989","157200",5,2,1
19838,"24 BOND ST","1989","176700",6,2,1
19839,"20 BOND ST","1989","158000",5,2,1
19840,"18 BOND ST","1910","111200",4,2,0
19841,"14 BOND ST",NA,"45600",NA,NA,NA
19842,"513 COLUMBUS AV","1900","150300",6,3,0
19843,"517 COLUMBUS AV",NA,"44100",NA,NA,NA
19844,"519 COLUMBUS AV","1900","107000",4,1,0
19845,"521 COLUMBUS AV","1900","126500",4,2,0
19846,"523 COLUMBUS AV","1900","121000",3,2,1
19847,"525 COLUMBUS AV","1910","88300",3,1,0
19848,"535 COLUMBUS AV","1920","240400",0,0,NA
19849,"5 DOWNES ST",NA,"44100",NA,NA,NA
19850,"15 DOWNES ST","1900","174000",9,4,0
19851,"19 DOWNES ST",NA,"44100",NA,NA,NA
19852,"21 DOWNES ST","1910","164900",6,3,0
19853,"800 CONGRESS AV","1982","1514800",0,0,NA
19854,"158 WEST ST","1910","155400",9,5,0
19855,"162 WEST ST","1900","149800",9,3,0
19856,"156 WEST ST","1910","107300",3,2,0
19857,"150 WEST ST","1910","128400",5,2,0
19858,"140 WEST ST","1910","133300",5,3,0
19859,"5 WEST LA",NA,"36800",NA,NA,NA
19860,"487 COLUMBUS AV","1928","373800",0,0,NA
19861,"WEST LA",NA,"12200",NA,NA,NA
19862,"499 COLUMBUS AV","1958","159700",0,0,NA
19863,"418 DAVENPORT AV",NA,"93400",NA,NA,NA
19864,"907 CONGRESS AV","1910","160000",5,4,0
19865,"410 DAVENPORT AV",NA,"26600",NA,NA,NA
19866,"408 DAVENPORT AV","1950","135000",0,0,NA
19867,"394 DAVENPORT AV",NA,"16700",NA,NA,NA
19868,"384 DAVENPORT AV","1900","512900",0,0,NA
19869,"380 DAVENPORT AV","1952","238800",0,0,NA
19870,"370 DAVENPORT AV","1900","389900",0,0,NA
19871,"354 DAVENPORT AV","1900","267500",0,0,NA
19872,"348 DAVENPORT AV","1914","164500",8,4,0
19873,"326 DAVENPORT AV","1910","190300",6,3,1
19874,"322 DAVENPORT AV","1945","347200",0,0,NA
19875,"320 DAVENPORT AV","1900","154400",5,2,0
19876,"316 DAVENPORT AV","1900","119200",4,1,1
19877,"312 DAVENPORT AV","1900","124500",6,2,0
19878,"306 DAVENPORT AV","1900","191700",9,3,0
19879,"218 WEST ST","1910","125000",5,2,1
19880,"214 WEST ST","1910","155900",6,3,0
19881,"212 WEST ST","1900","138900",3,1,NA
19882,"210 WEST ST","1900","534800",0,0,NA
19883,"817 CONGRESS AV","1982","718000",0,0,NA
19884,"827 CONGRESS AV","2013","145700",3,1,1
19885,"829 CONGRESS AV","2013","145300",3,1,1
19886,"833 CONGRESS AV","2013","145600",3,1,1
19887,"837 CONGRESS AV","2013","142700",3,1,1
19888,"843 CONGRESS AV","2003","197700",6,4,0
19889,NA,NA,NA,NA,NA,NA
19890,"849 CONGRESS AV",NA,"45600",NA,NA,NA
19891,"855 CONGRESS AV",NA,"47100",NA,NA,NA
19892,"859 CONGRESS AV","1979","192900",0,0,NA
19893,"865 CONGRESS AV","1925","285400",0,0,NA
19894,"879 CONGRESS AV",NA,"50500",NA,NA,NA
19895,"885 CONGRESS AV",NA,"44100",NA,NA,NA
19896,"889 CONGRESS AV","1910","114500",3,2,0
19897,"893 CONGRESS AV","1910","101600",4,2,0
19898,"897 CONGRESS AV","1900","164000",6,3,0
19899,"903 CONGRESS AV","1900","149400",9,3,0
19900,"200 DERBY AV",NA,"14308600",NA,NA,NA
19901,NA,NA,NA,NA,NA,NA
19902,NA,NA,NA,NA,NA,NA
19903,NA,NA,NA,NA,NA,NA
19904,"66 STEVENS ST","1905","198100",5,2,1
19905,"64 STEVENS ST","1905","128900",6,3,0
19906,"62 STEVENS ST","1905","125600",6,3,0
19907,"60 STEVENS ST","1905","126400",5,3,0
19908,"58 STEVENS ST","1905","110600",6,3,0
19909,"56 STEVENS ST","1905","115400",4,2,0
19910,"54 STEVENS ST","1905","103700",4,2,NA
19911,"52 STEVENS ST","1905","105500",6,2,0
19912,"50 STEVENS ST","1900","120200",4,2,0
19913,"48 STEVENS ST","1905","116700",6,2,0
19914,"46 STEVENS ST","1900","145000",3,2,NA
19915,"44 STEVENS ST","1918","117100",4,2,0
19916,"42 STEVENS ST","1905","97200",4,2,0
19917,"40 STEVENS ST","1905","139700",4,2,0
19918,"38 STEVENS ST","1905","117700",4,2,0
19919,"36 STEVENS ST","1905","160900",5,3,0
19920,"34 STEVENS ST","1900","185100",6,3,0
19921,"32 STEVENS ST",NA,"29100",NA,NA,NA
19922,"30 STEVENS ST","1905","159200",6,3,0
19923,"28 STEVENS ST","1905","103000",2,2,0
19924,"26 STEVENS ST",NA,"44100",NA,NA,NA
19925,"24 STEVENS ST","1905","109500",3,1,1
19926,"22 STEVENS ST","1905","103600",4,1,1
19927,"20 STEVENS ST","1900","162000",5,3,0
19928,"18 STEVENS ST","1905","142900",6,2,0
19929,"14 STEVENS ST","1905","144100",6,3,0
19930,"12 STEVENS ST","1905","74700",6,3,0
19931,"261 DAVENPORT AV","1900","136800",3,2,0
19932,"263 DAVENPORT AV","1900","104900",4,1,1
19933,"265 DAVENPORT AV","1900","94500",2,1,NA
19934,"267 DAVENPORT AV","1900","120700",3,2,0
19935,"269 DAVENPORT AV","1900","99700",3,2,0
19936,"271 DAVENPORT AV","1900","99500",3,1,0
19937,"277 DAVENPORT AV","1900","103300",3,3,0
19938,"279 DAVENPORT AV","1900","117800",3,1,1
19939,"281 DAVENPORT AV","1900","142400",0,0,NA
19940,"9 WINTHROP AV","1988","135300",3,1,0
19941,"11 WINTHROP AV","1900","119200",4,2,0
19942,"13 WINTHROP AV","1910","102300",3,1,1
19943,"15 WINTHROP AV",NA,"39600",NA,NA,NA
19944,"17 WINTHROP AV",NA,"39600",NA,NA,NA
19945,"19 WINTHROP AV",NA,"35200",NA,NA,NA
19946,"21 WINTHROP AV","1900","91900",3,1,0
19947,"23 WINTHROP AV","1930","146000",3,1,1
19948,"25 WINTHROP AV","1910","82700",4,1,0
19949,"27 WINTHROP AV","1900","115400",3,2,0
19950,"29 WINTHROP AV","1900","109800",6,3,0
19951,"33 WINTHROP AV","1900","108800",3,1,1
19952,"35 WINTHROP AV","1900","102200",5,3,0
19953,"37 WINTHROP AV","1900","93500",2,2,0
19954,"39 WINTHROP AV","1900","134500",5,3,0
19955,"41 WINTHROP AV","1890","88400",4,2,0
19956,"43 WINTHROP AV","1900","110700",3,1,0
19957,"45 WINTHROP AV","1900","104900",3,2,0
19958,"47 WINTHROP AV","1900","90200",4,2,NA
19959,"49 WINTHROP AV","1900","100200",3,1,0
19960,"51 WINTHROP AV","1900","90400",3,1,0
19961,"53 WINTHROP AV","1900","88600",3,1,0
19962,"55 WINTHROP AV","1900","100700",2,1,0
19963,"57 WINTHROP AV","1900","111900",3,1,0
19964,"59 WINTHROP AV","1900","120700",4,1,1
19965,"61 WINTHROP AV","1900","122100",2,1,0
19966,"63 WINTHROP AV","1902","96600",3,1,0
19967,"65 WINTHROP AV","1900","100000",3,1,0
19968,"67 WINTHROP AV","1900","102100",2,1,1
19969,"69 WINTHROP AV","1910","73900",2,1,0
19970,"71 WINTHROP AV","1940","153400",0,0,NA
19971,"75 WINTHROP AV","1900","91400",3,1,0
19972,"77 WINTHROP AV","1900","102000",2,1,0
19973,"79 WINTHROP AV","1910","92200",2,2,0
19974,"81 WINTHROP AV","1900","114400",3,1,0
19975,"83 WINTHROP AV","1910","105900",1,1,0
19976,"148 SYLVAN AV","1848","460200",0,0,NA
19977,"142 SYLVAN AV","1900","250100",NA,NA,1
19978,"138 SYLVAN AV","2005","1683300",0,0,NA
19979,NA,NA,NA,NA,NA,NA
19980,"92 WINTHROP AV","1900","14893500",0,0,NA
19981,"899 ELLA T GRASSO BLVD","1960","611700",0,0,NA
19982,"2 AUBURN ST","1900","110600",0,0,NA
19983,"109 WINTHROP AV","1900","189300",8,4,0
19984,"123 WINTHROP AV",NA,"16800",NA,NA,NA
19985,"125 WINTHROP AV","1900","95100",6,2,0
19986,"127 WINTHROP AV",NA,"44600",NA,NA,NA
19987,"129 WINTHROP AV","1900","189400",6,3,0
19988,"133 WINTHROP AV","2000","796700",0,0,NA
19989,"135 WINTHROP AV","1900","413400",4,2,NA
19990,"139 WINTHROP AV",NA,"60500",NA,NA,NA
19991,"1 SHERMAN AV",NA,"58800",NA,NA,NA
19992,"SHERMAN AV",NA,"22100",NA,NA,NA
19993,"3 SHERMAN AV","1900","388600",0,0,NA
19994,"476 LEGION AV","1900","359200",0,0,NA
19995,"466 LEGION AV","1900","357800",0,0,NA
19996,NA,NA,NA,NA,NA,NA
19997,"442 LEGION AV","1900","2198400",9,9,NA
19998,"56 AUBURN ST","1900","185700",8,4,0
19999,"46 AUBURN ST","1984","315500",9,5,0
20000,"44 AUBURN ST","1900","121500",3,2,0
20001,"38 AUBURN ST","1900","144700",6,3,0
20002,"36 AUBURN ST","1900","194900",8,4,0
20003,"32 AUBURN ST","1900","115200",4,2,0
20004,"26 AUBURN ST","1900","169900",8,3,0
20005,"24 AUBURN ST","1918","105200",4,2,0
20006,"141 SYLVAN AV","1960","476000",0,0,NA
20007,"31 AUBURN ST","1920","145900",6,3,0
20008,"33 AUBURN ST","1900","126000",3,1,0
20009,"39 AUBURN ST","1900","104800",7,4,0
20010,"45 AUBURN ST","1914","140000",4,1,0
20011,"53 AUBURN ST","1900","149400",4,2,0
20012,"55 AUBURN ST",NA,"72200",NA,NA,NA
20013,"422 LEGION AV","1900","174600",6,3,0
20014,"416 LEGION AV","1900","107100",2,2,0
20015,"408 LEGION AV","1900","117600",6,2,0
20016,"400 LEGION AV",NA,"48800",NA,NA,NA
20017,"392 LEGION AV","1900","370000",0,0,NA
20018,"384 LEGION AV","1988","93700",3,2,0
20019,"54 GREENWOOD ST",NA,"3300",NA,NA,NA
20020,"52 GREENWOOD ST","1900","139400",4,2,0
20021,"48 GREENWOOD ST","1900","112300",3,1,1
20022,"46 GREENWOOD ST","1900","104900",3,1,0
20023,"42 GREENWOOD ST","1910","106900",3,1,1
20024,"40 GREENWOOD ST","1900","109000",4,2,0
20025,"36 GREENWOOD ST","1900","129100",4,1,1
20026,"30 GREENWOOD ST","1900","182300",5,3,0
20027,"133 SYLVAN AV","1985","6270300",0,0,NA
20028,"129 SYLVAN AV","1900","168700",0,0,NA
20029,"9 GREENWOOD ST","1900","144700",5,3,0
20030,"15 GREENWOOD ST","1900","138700",6,3,1
20031,"17 GREENWOOD ST","1900","164300",6,3,0
20032,"21 GREENWOOD ST",NA,"39600",NA,NA,NA
20033,"23 GREENWOOD ST",NA,"36700",NA,NA,NA
20034,"25 GREENWOOD ST","1914","117500",4,2,0
20035,"29 GREENWOOD ST",NA,"30500",NA,NA,NA
20036,"31 GREENWOOD ST","1900","128200",7,3,1
20037,"33 GREENWOOD ST","2014","136700",3,1,1
20038,"41 GREENWOOD ST","1900","143700",6,3,0
20039,"47 GREENWOOD ST","1900","133500",5,3,0
20040,"364 LEGION AV","1900","223300",0,0,NA
20041,"352 LEGION AV","1900","187500",9,3,0
20042,"348 LEGION AV","1900","147700",4,2,0
20043,"342 LEGION AV","1900","132800",6,2,0
20044,"336 LEGION AV","1900","159800",6,3,0
20045,"324 LEGION AV","1920","248300",0,0,NA
20046,"32 VINE ST","1900","133800",8,4,0
20047,"28 VINE ST","1900","112200",2,2,0
20048,"26 VINE ST","1900","127200",4,2,0
20049,"24 VINE ST","1900","185300",6,3,0
20050,"22 VINE ST","1900","129300",4,2,0
20051,"20 VINE ST","1910","120200",3,1,1
20052,"18 VINE ST",NA,"2600",NA,NA,NA
20053,"VINE ST",NA,"44600",NA,NA,NA
20054,"16 VINE ST","1900","151600",4,3,0
20055,"14 VINE ST","1914","108400",4,2,0
20056,"12 VINE ST","1900","109100",3,1,0
20057,"10 VINE ST #.5","1900","109800",3,1,0
20058,"10 VINE ST","1914","134700",5,2,0
20059,"8 VINE ST","1900","112500",4,2,0
20060,"2 VINE ST","1990","149700",6,2,0
20061,"121 SYLVAN AV","1920","126300",6,2,0
20062,"123 SYLVAN AV","1920","137800",4,2,0
20063,"125 SYLVAN AV","1990","131000",6,2,0
20064,"130 ORCHARD ST","1987","20081600",0,0,NA
20065,"467 LEGION AV",NA,"4493500",NA,NA,NA
20066,"LEGION AV",NA,"111800",NA,NA,NA
20067,"113 AUBURN ST","1900","121400",5,2,0
20068,"121 AUBURN ST","1920","94900",4,1,1
20069,"117 AUBURN ST","1900","131400",5,2,0
20070,"105 GREENWOOD ST",NA,"44000",NA,NA,NA
20071,NA,NA,NA,NA,NA,NA
20072,"ORCHARD ST",NA,"58900",NA,NA,NA
20073,"192 ORCHARD ST",NA,"46100",NA,NA,NA
20074,"283 LEGION AV",NA,"92700",NA,NA,NA
20075,"GREENWOOD ST",NA,"2200",NA,NA,NA
20076,"59 SHERMAN AV","1910","151400",4,2,0
20077,"67 SHERMAN AV","1900","124800",3,1,1
20078,"71 SHERMAN AV","1920","187200",6,3,0
20079,"73 SHERMAN AV","1900","143000",3,3,0
20080,"75 SHERMAN AV","1900","166200",4,2,1
20081,"81 SHERMAN AV","1900","169100",2,2,0
20082,"85 SHERMAN AV","1900","143300",4,2,0
20083,"89 SHERMAN AV","1983","120200",3,1,1
20084,"106 GILBERT AV","1900","84200",4,2,0
20085,"100 GILBERT AV","1900","223800",7,4,1
20086,"87 SHERMAN AV",NA,"300",NA,NA,NA
20087,"98 GILBERT AV","1900","158500",4,2,0
20088,"92 GILBERT AV","1900","189300",6,2,0
20089,"144 GREENWOOD ST","1900","134300",4,2,0
20090,"142 GREENWOOD ST","1900","171800",5,2,0
20091,"136 GREENWOOD ST","1900","121900",4,2,0
20092,"132 GREENWOOD ST","1900","162200",6,3,0
20093,"128 GREENWOOD ST","1918","215100",8,4,0
20094,"124 GREENWOOD ST","1900","174200",5,3,0
20095,"120 GREENWOOD ST","1900","172900",6,3,0
20096,"116 GREENWOOD ST","2013","255900",3,2,1
20097,"112 GREENWOOD ST","1900","175000",8,4,0
20098,"108 GREENWOOD ST","1918","258300",0,0,NA
20099,"121 SCRANTON ST","1900","121800",4,1,0
20100,"123 SCRANTON ST","1989","138700",5,2,0
20101,"127 SCRANTON ST","1989","144600",3,2,0
20102,"133 SCRANTON ST","1974","238200",8,4,0
20103,"137 SCRANTON ST","1900","153800",6,3,0
20104,"141 SCRANTON ST","1900","170900",5,3,1
20105,"41 SHERMAN AV",NA,"51900",NA,NA,NA
20106,"49 SHERMAN AV","1900","146600",4,1,1
20107,"51 SHERMAN AV","1900","161000",6,2,0
20108,"55 SHERMAN AV","1925","229200",8,4,0
20109,"136 SCRANTON ST","1900","184000",6,3,0
20110,"108 AUBURN ST","1900","126600",4,1,0
20111,"FAYETTE ST",NA,"5100",NA,NA,NA
20112,"109 LEGION AV","2015","6067900",NA,NA,NA
20113,"111 GREENWOOD ST","1900","179200",5,3,0
20114,"117 GREENWOOD ST","1900","180400",6,2,0
20115,"121 GREENWOOD ST","1926","184500",6,3,0
20116,"125 GREENWOOD ST","1905","172300",7,3,0
20117,"131 GREENWOOD ST","1925","130700",4,2,0
20118,"133 GREENWOOD ST","1910","172000",5,3,0
20119,"135 GREENWOOD ST","1910","102100",4,2,0
20120,"137 GREENWOOD ST",NA,"44100",NA,NA,NA
20121,"72 GILBERT AV","1910","118000",2,1,1
20122,"68 GILBERT AV","1895","106700",5,2,0
20123,"64 GILBERT AV","1989","112800",2,2,1
20124,"56 GILBERT AV","1900","225100",8,4,0
20125,"54 GILBERT AV","1870","149200",4,2,0
20126,"50 GILBERT AV","1890","181000",4,2,0
20127,"44 GILBERT AV","1890","144600",5,3,0
20128,"40 GILBERT AV","1890","158900",4,2,0
20129,"34 GILBERT AV","1910","167200",7,3,0
20130,"232 ORCHARD ST","1924","729700",0,0,NA
20131,"220 ORCHARD ST",NA,"65200",NA,NA,NA
20132,"200 ORCHARD ST #101","1906","75800",0,0,0
20133,"200 ORCHARD ST #102","1906","76700",0,0,0
20134,"200 ORCHARD ST #103","1906","55400",0,0,0
20135,"200 ORCHARD ST #104","1906","76300",0,0,0
20136,"200 ORCHARD ST #105","1906","77200",0,0,0
20137,"200 ORCHARD ST #106","1906","74200",0,0,0
20138,"200 ORCHARD ST #107","1906","124800",0,0,0
20139,"200 ORCHARD ST #108","1906","121500",0,0,0
20140,"200 ORCHARD ST #109","1906","77200",0,0,0
20141,"200 ORCHARD ST #201","1906","86200",0,0,0
20142,"200 ORCHARD ST #202","1906","76700",0,0,0
20143,"200 ORCHARD ST #203","1906","77700",0,0,0
20144,"200 ORCHARD ST #204","1906","77700",0,0,0
20145,"200 ORCHARD ST #205","1906","83900",0,0,0
20146,"200 ORCHARD ST #206","1906","79400",0,0,0
20147,"200 ORCHARD ST #207","1906","142600",0,0,0
20148,"200 ORCHARD ST #208","1906","139200",0,0,0
20149,"200 ORCHARD ST #209","1906","83900",0,0,0
20150,"200 ORCHARD ST #301","1906","83900",0,0,0
20151,"200 ORCHARD ST #302","1906","76700",0,0,0
20152,"200 ORCHARD ST #303","1906","77700",0,0,0
20153,"200 ORCHARD ST #304","1906","77700",0,0,0
20154,"200 ORCHARD ST #305","1906","83900",0,0,0
20155,"200 ORCHARD ST #306","1906","81700",0,0,0
20156,"200 ORCHARD ST #307","1906","124200",0,0,0
20157,"200 ORCHARD ST #308","1906","68600",0,1,1
20158,"200 ORCHARD ST #309","1906","121600",0,0,0
20159,"200 ORCHARD ST #310","1906","83900",0,0,0
20160,"200 ORCHARD ST #401","1906","132300",0,0,0
20161,"200 ORCHARD ST #402","1906","97500",0,0,0
20162,"200 ORCHARD ST #403","1906","94700",0,0,0
20163,"200 ORCHARD ST #404","1906","128500",0,0,0
20164,"200 ORCHARD ST #405","1906","131100",0,0,0
20165,"200 ORCHARD ST #406","1906","125100",0,0,0
20166,"200 ORCHARD ST #407","1906","85600",0,0,0
20167,"200 ORCHARD ST #408","1906","132300",0,0,0
20168,"97 SCRANTON ST","1900","102200",5,3,0
20169,"65 GILBERT AV",NA,"42700",NA,NA,NA
20170,"153 GREENWOOD ST","1900","129600",2,2,0
20171,"157 GREENWOOD ST","1920","141700",6,2,0
20172,"161 GREENWOOD ST","1910","174700",6,3,0
20173,"634 GEORGE ST","1900","350800",7,7,0
20174,"630 GEORGE ST","1900","248900",6,6,0
20175,"628 GEORGE ST","1900","198900",6,3,0
20176,"624 GEORGE ST","1900","260400",8,4,0
20177,"620 GEORGE ST",NA,"80100",NA,NA,NA
20178,"608 GEORGE ST","1906","637000",0,0,NA
20179,"600 GEORGE ST",NA,"46300",NA,NA,NA
20180,"264 ORCHARD ST","1900","202400",8,3,0
20181,"260 ORCHARD ST","1910","192800",6,3,0
20182,"254 ORCHARD ST","1910","165800",6,3,0
20183,"248 ORCHARD ST","1900","231000",7,5,0
20184,"43 GILBERT AV","1900","136700",6,3,0
20185,"47 GILBERT AV","1900","174900",5,3,0
20186,"53 GILBERT AV","1910","141400",3,2,0
20187,"55 GILBERT AV","1910","228900",0,6,NA
20188,"59 GILBERT AV","1900","121700",3,2,1
20189,"203 ORCHARD ST",NA,"55200",NA,NA,NA
20190,"217 ORCHARD ST","1910","120100",4,1,0
20191,"221 ORCHARD ST","1880","62300",3,2,0
20192,"225 ORCHARD ST","1991","173700",6,2,1
20193,"229 ORCHARD ST","1905","137900",4,2,1
20194,"233 ORCHARD ST",NA,"700",NA,NA,NA
20195,"20 GILBERT AV",NA,"43900",NA,NA,NA
20196,"16 GILBERT AV","1900","129100",2,2,0
20197,"14 GILBERT AV","1880","133000",4,2,0
20198,"10 GILBERT AV","1860","152100",4,2,0
20199,"6 GILBERT AV","1890","133500",4,2,0
20200,"2 GILBERT AV","1910","127100",0,0,0
20201,"20 WAVERLY ST","1910","109000",4,2,0
20202,"18 WAVERLY ST",NA,"44100",NA,NA,NA
20203,"16 WAVERLY ST",NA,"44100",NA,NA,NA
20204,"247 ORCHARD ST","1905","283600",7,4,0
20205,"253 ORCHARD ST","1920","183700",6,3,0
20206,"259 ORCHARD ST","1910","163900",6,3,0
20207,"598 GEORGE ST","1900","274900",0,0,NA
20208,"596 GEORGE ST","1890","190200",6,3,0
20209,"594 GEORGE ST",NA,"31600",NA,NA,NA
20210,"590 GEORGE ST","1900","173800",4,2,0
20211,"578 GEORGE ST","1974","543900",0,0,NA
20212,"574 GEORGE ST","1900","441800",9,8,NA
20213,"5 GILBERT AV","1890","151300",4,2,0
20214,"7 GILBERT AV","1890","191200",6,2,0
20215,"7 WAVERLY ST",NA,"47100",NA,NA,NA
20216,NA,NA,NA,NA,NA,NA
20217,"2 CONSTANCE B MOTLY ST","1991","151300",6,3,0
20218,"6 CONSTANCE B MOTLY ST","1991","151300",6,3,0
20219,"CONSTANCE B MOTLY ST",NA,"47700",NA,NA,NA
20220,"3 WAVERLY ST","1973","2599900",0,0,NA
20221,"554 GEORGE ST",NA,"118700",NA,NA,NA
20222,"550 GEORGE ST","1890","234000",6,3,0
20223,NA,NA,NA,NA,NA,NA
20224,"106 DAY ST","1860","106500",4,2,0
