"pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths"
15826,"382 GREENWICH AV","1900","160600",5,4,0
15827,"154 KIMBERLY AV","1919","14278900",0,0,NA
15828,"205 ELLA T GRASSO BLVD","1918","266000",6,6,0
15829,"55 PLYMOUTH ST","1900","117200",4,2,0
15830,"59 PLYMOUTH ST","1923","130100",4,2,0
15831,"61 PLYMOUTH ST","1923","144200",4,2,0
15832,"65 PLYMOUTH ST","1920","109600",3,1,0
15833,"67 PLYMOUTH ST",NA,"36100",NA,NA,NA
15834,"69 PLYMOUTH ST","1910","210300",4,2,NA
15835,"PLYMOUTH ST",NA,"37400",NA,NA,NA
15836,"81 PLYMOUTH ST","1910","240000",6,4,0
15837,"85 PLYMOUTH ST","1910","172700",6,3,0
15838,"89 PLYMOUTH ST","1910","110800",4,2,0
15839,"91 PLYMOUTH ST","1910","133300",6,2,0
15840,"95 PLYMOUTH ST","1910","152600",6,3,0
15841,"14 GRANT ST","1910","107600",3,1,0
15842,"163 KIMBERLY AV","1860","124800",6,3,0
15843,"167 KIMBERLY AV","1860","120000",4,2,0
15844,"173 KIMBERLY AV","1860","134900",4,2,0
15845,"175 KIMBERLY AV","1900","155700",9,3,0
15846,"183 KIMBERLY AV",NA,"31000",NA,NA,NA
15847,"187 KIMBERLY AV","1900","174800",6,3,0
15848,"191 KIMBERLY AV","1900","107300",3,2,0
15849,"195 KIMBERLY AV","1910","211800",8,4,0
15850,"199 KIMBERLY AV","1900","84000",4,1,0
15851,"201 KIMBERLY AV","1900","126000",6,3,0
15852,"205 KIMBERLY AV","1910","157200",6,3,0
15853,"209 KIMBERLY AV","1900","128900",6,2,0
15854,"211 KIMBERLY AV","1900","128100",6,2,0
15855,"215 KIMBERLY AV","1900","153100",4,2,0
15856,"219 KIMBERLY AV","1900","145200",7,5,0
15857,"195 ELLA T GRASSO BLVD","1910","102200",3,1,0
15858,NA,NA,NA,NA,NA,NA
15859,"58 PLYMOUTH ST","1910","95100",6,2,0
15860,"239 ELLA T GRASSO BLVD",NA,"35400",NA,NA,NA
15861,"PLYMOUTH ST",NA,"27800",NA,NA,NA
15862,"ELLA T GRASSO BLVD",NA,"138400",NA,NA,NA
15863,"60 PLYMOUTH ST","1990","136500",6,2,0
15864,"64 PLYMOUTH ST","1990","151800",6,3,0
15865,"68 PLYMOUTH ST",NA,"2600",NA,NA,NA
15866,"78 PLYMOUTH ST","1900","493200",0,0,NA
15867,"84 PLYMOUTH ST","1910","136900",6,2,0
15868,"88 PLYMOUTH ST",NA,"28100",NA,NA,NA
15869,"94 PLYMOUTH ST","1910","89600",4,2,0
15870,"96 PLYMOUTH ST","1910","131200",7,2,0
15871,"48 GRANT ST #1","1925","348500",0,0,0
15872,"48 GRANT ST","1925","484300",0,0,NA
15873,"255 ELLA T GRASSO BLVD","1986","275800",0,0,NA
15874,"99 PLYMOUTH ST","1914","130600",6,3,0
15875,"101 PLYMOUTH ST","1910","147100",6,3,0
15876,NA,NA,NA,NA,NA,NA
15877,"107 PLYMOUTH ST","1910","104000",5,3,0
15878,"111 PLYMOUTH ST","1900","98600",4,2,0
15879,"115 PLYMOUTH ST",NA,"1300",NA,NA,NA
15880,"117 PLYMOUTH ST","1910","119000",6,3,0
15881,"121 PLYMOUTH ST","1910","126000",5,3,0
15882,NA,NA,NA,NA,NA,NA
15883,"129 PLYMOUTH ST","1910","124300",4,2,0
15884,"133 PLYMOUTH ST","1910","124200",6,3,0
15885,"135 PLYMOUTH ST","1910","106500",2,2,0
15886,"141 PLYMOUTH ST","1910","130200",4,2,0
15887,"143 PLYMOUTH ST","1910","104000",6,2,0
15888,"145 PLYMOUTH ST","1910","138800",6,3,0
15889,"149 PLYMOUTH ST","1880","88400",4,2,NA
15890,"151 PLYMOUTH ST","1910","87700",4,2,0
15891,"155 PLYMOUTH ST","1900","114700",4,2,0
15892,"157 PLYMOUTH ST","1880","119500",3,2,0
15893,"161 PLYMOUTH ST","1910","169900",6,4,0
15894,"165 PLYMOUTH ST","1910","161300",4,2,1
15895,"169 PLYMOUTH ST","1900","76200",2,1,0
15896,"173 PLYMOUTH ST","1920","84900",4,2,0
15897,"175 PLYMOUTH ST","1900","96700",4,2,0
15898,"181 PLYMOUTH ST","1890","101400",3,1,0
15899,"82 LAMBERTON ST","1910","110500",6,3,0
15900,"482 GREENWICH AV","1900","1061800",0,0,NA
15901,NA,NA,NA,NA,NA,NA
15902,"61 KIMBERLY AV","1890","228700",0,0,NA
15903,"63 KIMBERLY AV","1880","131300",4,2,0
15904,"67 KIMBERLY AV","1900","157000",4,2,0
15905,"73 KIMBERLY AV",NA,"28400",NA,NA,NA
15906,"75 KIMBERLY AV","1890","164700",4,2,0
15907,"79 KIMBERLY AV","1890","169600",6,3,0
15908,"83 KIMBERLY AV","1900","114900",3,1,1
15909,"85 KIMBERLY AV","1900","142100",6,3,0
15910,"93 KIMBERLY AV","1900","104300",5,2,0
15911,"95 KIMBERLY AV","1890","118900",2,4,0
15912,"99 KIMBERLY AV","1890","101400",4,2,0
15913,"101 KIMBERLY AV","1890","97600",4,2,0
15914,"103 KIMBERLY AV","1890","133500",4,3,0
15915,"107 KIMBERLY AV","1910","119900",5,2,1
15916,"111 KIMBERLY AV","1900","105700",4,2,0
15917,"115 KIMBERLY AV","1890","109800",5,2,0
15918,"117 KIMBERLY AV","1890","162000",7,2,0
15919,"121 KIMBERLY AV","1916","173000",6,3,0
15920,"123 KIMBERLY AV","1900","133000",4,4,0
15921,"127 KIMBERLY AV","1890","138300",4,2,0
15922,"129 KIMBERLY AV","1900","122000",4,2,0
15923,"135 KIMBERLY AV","1890","174800",6,3,0
15924,"141 KIMBERLY AV","1900","217500",0,0,NA
15925,"145 KIMBERLY AV","1900","154300",4,2,0
15926,"149 KIMBERLY AV","1900","447600",9,NA,0
15927,"GRANT ST",NA,"26200",NA,NA,NA
15928,"17 GRANT ST",NA,"25200",NA,NA,NA
15929,"69 GRANT ST","1910","56400",5,1,0
15930,"67 GRANT ST","1910","56500",3,1,0
15931,"65 GRANT ST",NA,"20100",NA,NA,NA
15932,"63 GRANT ST","1946","72800",1,1,0
15933,"55 GRANT ST","1948","589800",0,0,NA
15934,"39 GRANT ST",NA,"28100",NA,NA,NA
15935,"100 PLYMOUTH ST","1990","127700",6,2,2
15936,"102 PLYMOUTH ST","1900","137900",6,3,0
15937,"106 PLYMOUTH ST","1910","137900",6,3,0
15938,"112 PLYMOUTH ST","1910","101200",4,2,0
15939,"114 PLYMOUTH ST","1910","98400",3,2,0
15940,"122 PLYMOUTH ST","1910","170500",8,4,0
15941,"124 PLYMOUTH ST",NA,"28100",NA,NA,NA
15942,"126 PLYMOUTH ST","1910","118500",4,3,0
15943,"128 PLYMOUTH ST","1910","146400",6,3,0
15944,"130 PLYMOUTH ST","1910","115300",5,3,0
15945,"132 PLYMOUTH ST","1900","112100",4,2,0
15946,"136 PLYMOUTH ST","1900","141300",5,3,0
15947,"142 PLYMOUTH ST","1910","106300",6,3,0
15948,"144 PLYMOUTH ST","1900","108800",4,2,0
15949,"146 PLYMOUTH ST","1900","95600",6,3,0
15950,"148 PLYMOUTH ST","1910","134400",6,3,1
15951,"152 PLYMOUTH ST","1910","88100",4,2,0
15952,"156 PLYMOUTH ST","1910","124600",6,3,0
15953,"162 PLYMOUTH ST",NA,"25900",NA,NA,NA
15954,"164 PLYMOUTH ST",NA,"20100",NA,NA,NA
15955,"168 PLYMOUTH ST",NA,"1700",NA,NA,NA
15956,"170 PLYMOUTH ST","1910","92600",3,1,0
15957,"174 PLYMOUTH ST","1880","102400",4,2,0
15958,"74 KIMBERLY AV","1900","215400",0,0,NA
15959,"80 KIMBERLY AV","1900","155200",0,0,NA
15960,"84 KIMBERLY AV","1910","168300",8,0,NA
15961,"180 LAMBERTON ST","1890","92800",3,1,0
15962,"LAMBERTON ST",NA,"29800",NA,NA,NA
15963,"172 LAMBERTON ST","1890","108000",4,2,0
15964,"168 LAMBERTON ST","1900","110700",5,2,0
15965,"160 LAMBERTON ST","1890","92100",4,2,0
15966,"158 LAMBERTON ST","1900","91700",5,2,0
15967,"154 LAMBERTON ST","1890","84500",3,2,0
15968,"152 LAMBERTON ST","1900","151100",6,3,0
15969,"146 LAMBERTON ST","1890","85800",5,1,0
15970,"144 LAMBERTON ST",NA,"34300",NA,NA,NA
15971,"LAMBERTON ST",NA,"28800",NA,NA,NA
15972,"138 LAMBERTON ST","1910","134800",6,3,0
15973,"132 LAMBERTON ST","1930","107900",2,1,0
15974,NA,NA,NA,NA,NA,NA
15975,"124 LAMBERTON ST","1900","101100",6,2,0
15976,"122 LAMBERTON ST","1890","86500",4,2,0
15977,"120 LAMBERTON ST","1890","88700",3,1,0
15978,"118 LAMBERTON ST","1890","79600",3,1,0
15979,"116 LAMBERTON ST","1900","79900",3,1,0
15980,"114 LAMBERTON ST","1890","88600",3,1,0
15981,"112 LAMBERTON ST","1890","75600",3,1,1
15982,"104 LAMBERTON ST","1910","69300",6,3,0
15983,"102 LAMBERTON ST",NA,"16600",NA,NA,NA
15984,"98 LAMBERTON ST",NA,"1400",NA,NA,NA
15985,"17 MORRIS ST","1920","88400",3,1,1
15986,"19 MORRIS ST","1930","118000",5,2,0
15987,"23 MORRIS ST","1930","68900",2,1,0
15988,"27 MORRIS ST","1924","120700",3,2,0
15989,"31 MORRIS ST","1900","90600",4,2,0
15990,"33 MORRIS ST","1918","97400",4,1,0
15991,"37 MORRIS ST","1928","110700",4,2,0
15992,"214 LAMBERTON ST",NA,"19200",NA,NA,NA
15993,"212 LAMBERTON ST",NA,"16200",NA,NA,NA
15994,"210 LAMBERTON ST",NA,"24800",NA,NA,NA
15995,"206 LAMBERTON ST","1900","173700",8,4,1
15996,"202 LAMBERTON ST","1930","106800",4,2,0
15997,"198 LAMBERTON ST","1993","130700",6,2,2
15998,"188 LAMBERTON ST","1910","325500",0,0,NA
15999,"42 MORRIS ST","1847","131600",5,3,0
16000,"32 MORRIS ST","1910","162000",9,3,0
16001,"30 MORRIS ST","1910","91500",3,2,0
16002,"24 MORRIS ST","1910","98900",3,1,1
16003,"22 MORRIS ST","1900","96100",3,2,0
16004,NA,NA,NA,NA,NA,NA
16005,"20 MORRIS ST",NA,"105200",NA,NA,NA
16006,"ELLA T GRASSO BLVD",NA,"11900",NA,NA,NA
16007,"330 ELLA T GRASSO BLVD",NA,"199800",NA,NA,NA
16008,"MORRIS ST",NA,"137000",NA,NA,NA
16009,"110 ROSETTE ST","2006","137700",4,1,1
16010,"106 ROSETTE ST","2006","124300",3,1,1
16011,"104 ROSETTE ST","2006","143900",4,1,1
16012,NA,NA,NA,NA,NA,NA
16013,"100 ROSETTE ST","2007","142600",4,1,1
16014,"96 ROSETTE ST","2008","144000",4,1,1
16015,"60 DEWITT ST","1930","62700",2,1,0
16016,"56 DEWITT ST","1900","160700",9,3,0
16017,"54 DEWITT ST","1895","141900",6,3,0
16018,"46 DEWITT ST","1900","146200",6,3,0
16019,"42 DEWITT ST","2009","97200",3,1,1
16020,NA,NA,NA,NA,NA,NA
16021,"34 DEWITT ST","2009","88500",3,1,1
16022,"30 DEWITT ST","1900","124900",6,3,0
16023,"26 DEWITT ST",NA,"28400",NA,NA,NA
16024,"22 DEWITT ST","1900","161500",9,3,0
16025,"18 DEWITT ST","1900","139300",6,3,0
16026,"14 DEWITT ST",NA,"28100",NA,NA,NA
16027,"6 DEWITT ST","1988","111200",6,2,0
16028,"8 DEWITT ST",NA,"13900",NA,NA,NA
16029,"73 LAMBERTON ST",NA,"2800",NA,NA,NA
16030,"3 ARTHUR ST",NA,"29500",NA,NA,NA
16031,"7 ARTHUR ST","2005","136500",3,1,1
16032,NA,NA,NA,NA,NA,NA
16033,"21 ARTHUR ST","2005","138200",3,2,0
16034,"33 ARTHUR ST","1900","101700",3,1,1
16035,"35 ARTHUR ST","1900","102900",3,1,1
16036,"37 ARTHUR ST","1900","107700",3,1,1
16037,"39 ARTHUR ST","1900","88500",3,1,0
16038,"41 ARTHUR ST","1900","83200",3,1,0
16039,"43 ARTHUR ST","1900","53800",2,1,0
16040,"45 ARTHUR ST","1900","69600",2,1,0
16041,"47 ARTHUR ST","1900","75400",2,1,0
16042,"49 ARTHUR ST","1900","92900",2,1,1
16043,"51 ARTHUR ST","1900","92300",3,1,0
16044,"53 ARTHUR ST","1900","108500",4,2,0
16045,"55 ARTHUR ST","1900","97600",4,2,0
16046,NA,NA,NA,NA,NA,NA
16047,"140 ROSETTE ST","1998","130600",6,2,0
16048,"136 ROSETTE ST","1900","106800",4,1,1
16049,"130 ROSETTE ST","1900","94500",3,2,0
16050,"126 ROSETTE ST","1900","102000",4,2,0
16051,"124 ROSETTE ST","1928","43700",1,1,0
16052,"122 ROSETTE ST","1900","88200",3,2,0
16053,"120 ROSETTE ST","1900","93900",3,1,0
16054,"58 ARTHUR ST","1900","92800",6,2,0
16055,"56 ARTHUR ST","1900","116400",6,2,0
16056,"54 ARTHUR ST","1900","122200",5,3,0
16057,"52 ARTHUR ST",NA,"19400",NA,NA,NA
16058,"50 ARTHUR ST","1900","119000",6,2,0
16059,"46 ARTHUR ST","1900","131700",5,2,0
16060,"44 ARTHUR ST","1900","110300",4,1,1
16061,"40 ARTHUR ST","1920","144900",6,3,0
16062,"24 ARTHUR ST","1900","115800",6,3,0
16063,"22 ARTHUR ST","1900","120300",4,2,0
16064,"20 ARTHUR ST","1900","148000",6,3,0
16065,"32 ARTHUR ST","1900","146000",6,3,0
16066,"18 ARTHUR ST","1900","110900",4,2,0
16067,"16 ARTHUR ST","1900","172700",9,3,0
16068,"12 ARTHUR ST",NA,"28000",NA,NA,NA
16069,"8 ARTHUR ST",NA,"28100",NA,NA,NA
16070,"6 ARTHUR ST","1900","89800",4,2,0
16071,"2 ARTHUR ST","1900","120400",6,3,0
16072,"91 LAMBERTON ST",NA,"26400",NA,NA,NA
16073,"99 LAMBERTON ST","1900","80300",2,2,1
16074,"101 LAMBERTON ST","1900","86600",5,3,0
16075,"103 LAMBERTON ST",NA,"28100",NA,NA,NA
16076,"9 BUTTON ST","1900","131000",3,2,0
16077,"11 BUTTON ST","2005","179900",6,4,0
16078,"13 BUTTON ST","2005","149100",6,4,0
16079,"21 BUTTON ST","1900","83800",2,2,0
16080,"25 BUTTON ST","1900","109600",4,3,0
16081,"29 BUTTON ST","1900","125000",5,2,1
16082,"33 BUTTON ST","1900","136000",7,3,0
16083,"41 BUTTON ST",NA,"28400",NA,NA,NA
16084,"43 BUTTON ST",NA,"25200",NA,NA,NA
16085,"45 BUTTON ST","1900","74300",3,1,0
16086,"47 BUTTON ST","2011","132500",4,2,NA
16087,"49 BUTTON ST","1900","105700",4,2,0
16088,"53 BUTTON ST","1920","99900",2,1,0
16089,"162 ROSETTE ST","1998","130000",6,2,0
16090,"160 ROSETTE ST","1900","129200",9,2,0
16091,"158 ROSETTE ST","1900","116200",6,3,0
16092,"154 ROSETTE ST","1900","138400",8,3,0
16093,"148 ROSETTE ST","1900","293800",0,0,NA
16094,"56 BUTTON ST",NA,"28400",NA,NA,NA
16095,"52 BUTTON ST","1990","110600",4,2,2
16096,"50 BUTTON ST",NA,"27800",NA,NA,NA
16097,"48 BUTTON ST","1900","152300",6,3,0
16098,"42 BUTTON ST","1900","123000",6,2,2
16099,"38 BUTTON ST","1900","108600",4,2,0
16100,"32 BUTTON ST","1989","134300",6,2,0
16101,"28 BUTTON ST",NA,"1800",NA,NA,NA
16102,"24 BUTTON ST","1900","147400",4,2,0
16103,"20 BUTTON ST","1900","127000",6,2,0
16104,"16 BUTTON ST","1900","129200",6,3,0
16105,"12 BUTTON ST","1900","105200",6,3,0
16106,"10 BUTTON ST","1900","129600",3,3,0
16107,"6 BUTTON ST",NA,"28100",NA,NA,NA
16108,"4 BUTTON ST","1900","124200",6,3,0
16109,"2 BUTTON ST",NA,"28900",NA,NA,NA
16110,"117 LAMBERTON ST","1900","151500",9,4,NA
16111,"121 LAMBERTON ST","1900","135600",6,3,0
16112,"125 LAMBERTON ST","1900","134400",9,3,0
16113,"9 HURLBURT ST",NA,"11200",NA,NA,NA
16114,"13 HURLBURT ST","1900","133100",5,2,0
16115,"15 HURLBURT ST",NA,"27800",NA,NA,NA
16116,"17 HURLBURT ST","1900","143100",5,3,0
16117,"19 HURLBURT ST","1900","138700",8,4,0
16118,"23 HURLBURT ST","1900","113900",6,2,0
16119,"27 HURLBURT ST","1900","149400",9,3,0
16120,"31 HURLBURT ST","1900","121200",7,3,0
16121,"35 HURLBURT ST","1900","116600",4,2,0
16122,"39 HURLBURT ST","1900","157800",6,3,0
16123,"43 HURLBURT ST","1900","134300",6,3,0
16124,"47 HURLBURT ST","1900","131700",5,3,0
16125,"51 HURLBURT ST","1900","115200",7,3,0
16126,"55 HURLBURT ST","1900","102200",3,1,1
16127,"59 HURLBURT ST",NA,"28400",NA,NA,NA
16128,"188 ROSETTE ST","1900","217000",3,3,NA
16129,"184 ROSETTE ST","1988","152800",9,3,3
16130,"180 ROSETTE ST","1900","127500",6,3,1
16131,"172 ROSETTE ST","1900","192900",9,4,0
16132,"68 HURLBURT ST","1900","99800",3,1,1
16133,"64 HURLBURT ST","1900","97200",6,2,0
16134,"60 HURLBURT ST","1900","101100",4,1,0
16135,"56 HURLBURT ST","1900","113000",4,2,0
16136,"52 HURLBURT ST","1900","75600",3,1,0
16137,"48 HURLBURT ST","1900","138100",6,3,0
16138,"46 HURLBURT ST","1900","139200",6,3,0
16139,"44 HURLBURT ST","1900","137700",6,3,0
16140,"40 HURLBURT ST","1900","128200",6,2,1
16141,"36 HURLBURT ST","1900","158400",8,2,1
16142,"32 HURLBURT ST","1900","142900",6,3,0
16143,"28 HURLBURT ST","1900","127500",6,2,0
16144,"24 HURLBURT ST",NA,"27800",NA,NA,NA
16145,"20 HURLBURT ST","1900","141800",4,2,0
16146,"16 HURLBURT ST","1900","111300",4,2,0
16147,"8 HURLBURT ST","1900","142400",6,3,0
16148,"4 HURLBURT ST","1900","131400",6,3,0
16149,"131 LAMBERTON ST","1900","285100",NA,NA,NA
16150,"135 LAMBERTON ST","1900","136900",9,3,0
16151,"139 LAMBERTON ST","1900","133900",6,3,0
16152,"143 LAMBERTON ST","1900","112900",5,2,0
16153,"147 LAMBERTON ST","1900","123500",6,3,0
16154,NA,NA,NA,NA,NA,NA
16155,NA,NA,NA,NA,NA,NA
16156,"15 WILSON ST","2009","124600",3,1,1
16157,"23 WILSON ST","2009","130200",3,1,1
16158,"25 WILSON ST","1900","69100",2,1,0
16159,"27 WILSON ST","1900","102100",4,2,0
16160,"35 WILSON ST","1880","120300",6,3,0
16161,"31 WILSON ST","1900","72000",2,1,0
16162,"37 WILSON ST","1900","84100",2,1,0
16163,NA,NA,NA,NA,NA,NA
16164,"45 WILSON ST","1960","107900",4,1,0
16165,"47 WILSON ST","1900","103000",4,2,0
16166,"49 WILSON ST","1900","114800",4,2,0
16167,"51 WILSON ST","1900","98300",4,2,0
16168,"59 WILSON ST","1900","102200",4,2,0
16169,"61 WILSON ST","1900","99500",4,2,0
16170,"129 MORRIS ST","1900","107400",4,2,0
16171,"216 ROSETTE ST","1900","80300",2,2,0
16172,"214 ROSETTE ST","1900","108600",4,1,1
16173,"212 ROSETTE ST","1900","91000",3,1,0
16174,"210 ROSETTE ST","1900","103100",6,3,0
16175,NA,NA,NA,NA,NA,NA
16176,"206 ROSETTE ST","1900","119700",5,3,0
16177,NA,NA,NA,NA,NA,NA
16178,"202 ROSETTE ST","1900","129600",5,3,0
16179,"60 WILSON ST","1900","111900",6,2,0
16180,"58 WILSON ST","1900","103600",4,2,0
16181,"56 WILSON ST","1900","123200",5,2,0
16182,"52 WILSON ST","1900","144900",6,3,0
16183,"50 WILSON ST","1900","109900",6,2,0
16184,"48 WILSON ST","1900","114000",4,3,0
16185,"38 WILSON ST","2016","155200",3,1,1
16186,"34 WILSON ST","1900","106900",5,2,0
16187,"26 WILSON ST","1900","83300",3,1,0
16188,"24 WILSON ST","1900","89900",3,1,1
16189,"22 WILSON ST","1900","93000",3,1,0
16190,"20 WILSON ST","1900","91900",4,1,1
16191,"18 WILSON ST","1900","108600",4,2,0
16192,"16 WILSON ST","1900","79900",4,2,0
16193,"157 LAMBERTON ST","1900","146700",6,3,0
16194,"161 LAMBERTON ST","1900","144200",9,3,0
16195,"165 LAMBERTON ST","1989","142400",6,2,0
16196,"171 LAMBERTON ST","1900","181500",8,4,0
16197,"67 MORRIS ST",NA,"1000",NA,NA,NA
16198,"175 LAMBERTON ST","1900","185200",9,4,0
16199,"181 LAMBERTON ST","1900","181600",9,4,0
16200,"65 MORRIS ST","1900","82500",3,1,1
16201,"71 MORRIS ST","1900","79200",2,1,0
16202,"73 MORRIS ST","1900","49800",2,1,0
16203,"75 MORRIS ST","1900","105700",5,2,0
16204,"79 MORRIS ST",NA,"28100",NA,NA,NA
16205,"81 MORRIS ST","1900","101300",3,1,1
16206,"85 MORRIS ST","1900","151300",6,3,0
16207,"91 MORRIS ST","1900","112200",4,2,0
16208,"97 MORRIS ST","1900","137600",6,3,0
16209,"101 MORRIS ST","1900","114200",4,2,2
16210,"103 MORRIS ST","1992","143900",6,3,0
16211,"105 MORRIS ST","1900","116600",4,2,0
16212,"111 MORRIS ST","1900","72000",4,2,0
16213,"113 MORRIS ST","1900","106100",4,2,0
16214,"123 MORRIS ST","1900","108600",4,2,0
16215,"127 MORRIS ST","1900","112500",3,1,1
16216,"742 WASHINGTON AV","1900","98700",5,3,0
16217,"740 WASHINGTON AV","1900","94800",2,3,0
16218,"736 WASHINGTON AV","1900","85000",3,3,0
16219,"734 WASHINGTON AV","1900","67800",2,1,0
16220,"730 WASHINGTON AV","1900","53900",2,1,0
16221,"728 WASHINGTON AV","1900","102700",3,1,0
16222,"WASHINGTON AV",NA,"800",NA,NA,NA
16223,"724 WASHINGTON AV","1900","112700",9,3,0
16224,"720 WASHINGTON AV","1900","93400",3,2,0
16225,"698 WASHINGTON AV","1900","252700",0,0,NA
16226,"132 MORRIS ST","1900","119100",5,3,0
16227,"128 MORRIS ST","1900","104300",4,2,0
16228,"122 MORRIS ST","1900","93900",3,2,0
16229,"118 MORRIS ST","1900","133800",5,2,0
16230,"116 MORRIS ST","1900","100500",2,1,1
16231,"108 MORRIS ST","1900","89100",4,2,0
16232,"106 MORRIS ST","1920","106800",5,2,0
16233,"102 MORRIS ST","1900","108800",4,3,0
16234,"98 MORRIS ST","1900","85500",2,2,0
16235,"96 MORRIS ST",NA,"30500",NA,NA,NA
16236,"90 MORRIS ST","1900","108100",4,2,0
16237,"84 MORRIS ST","1900","111000",4,2,0
16238,"82 MORRIS ST","1900","112600",4,2,0
16239,"76 MORRIS ST","1900","92800",4,2,0
16240,"74 MORRIS ST","1900","120800",4,2,0
16241,"72 MORRIS ST","1900","134100",5,3,0
16242,"70 MORRIS ST","1900","109900",6,3,0
16243,"191 LAMBERTON ST",NA,"28700",NA,NA,NA
16244,"197 LAMBERTON ST","1906","151700",6,3,0
16245,"201 LAMBERTON ST","1900","68400",3,3,0
16246,"174 SPRING ST","1900","104100",3,1,1
16247,"172 SPRING ST",NA,"27800",NA,NA,NA
16248,"170 SPRING ST","1900","89200",3,2,0
16249,"168 SPRING ST","1900","111600",3,1,1
16250,"164 SPRING ST","1918","172000",6,5,0
16251,"162 SPRING ST","1900","150000",5,3,0
16252,"160 SPRING ST #A","1963","44000",2,1,0
16253,"160 SPRING ST #B","1963","44000",2,1,0
16254,"160 SPRING ST #C","1963","44000",2,1,0
16255,"160 SPRING ST #D","1963","44000",2,1,0
16256,"160 SPRING ST","1900","167000",8,5,0
16257,"158 SPRING ST","1900","99900",2,2,0
16258,"156 SPRING ST","1900","121000",6,3,0
16259,"94 DEWITT ST","1880","105200",4,2,0
16260,"92 DEWITT ST","1994","124000",3,1,1
16261,"90 DEWITT ST","1900","88800",4,3,0
16262,"88 DEWITT ST","1900","86200",5,3,0
16263,"84 DEWITT ST","1900","361400",0,0,NA
16264,"95 ROSETTE ST","1910","221300",0,0,NA
16265,"95 ROSETTE ST","1910","120300",0,0,NA
16266,"101 ROSETTE ST",NA,"28100",NA,NA,NA
16267,"105 ROSETTE ST","1900","70800",3,1,NA
16268,"107 ROSETTE ST","1900","83000",3,1,1
16269,"111 ROSETTE ST","1900","144000",5,2,0
16270,NA,NA,NA,NA,NA,NA
16271,"117 ROSETTE ST","1900","77700",3,1,1
16272,"121 ROSETTE ST","1900","107000",3,1,1
16273,"123 ROSETTE ST","1900","96500",3,1,0
16274,"125 ROSETTE ST","1900","89800",3,1,1
16275,"129 ROSETTE ST","2002","122700",3,1,1
16276,"133 ROSETTE ST","1990","120900",3,1,1
16277,"137 ROSETTE ST","1900","82800",4,2,0
16278,"139 ROSETTE ST","1998","131500",6,2,0
16279,"87 BUTTON ST","1900","159300",6,4,0
16280,"200 SPRING ST","1900","136300",5,2,0
16281,"198 SPRING ST","1900","90200",3,1,0
16282,"196 SPRING ST","1900","95300",3,1,1
16283,"194 SPRING ST","1900","81300",3,1,1
16284,"192 SPRING ST","1900","93100",3,1,0
16285,"190 SPRING ST","1900","111400",5,1,0
16286,"88 BUTTON ST",NA,"28100",NA,NA,NA
16287,"86 BUTTON ST","1900","126900",4,4,0
16288,"149 ROSETTE ST","1900","99400",3,2,0
16289,"151 ROSETTE ST","1900","61600",2,2,0
16290,"155 ROSETTE ST","1900","100600",4,1,1
16291,"159 ROSETTE ST","1900","85700",5,2,0
16292,"161 ROSETTE ST","1910","99400",5,2,0
16293,"165 ROSETTE ST","1900","112900",6,3,0
16294,"87 HURLBURT ST","1900","138000",6,3,0
16295,"89 HURLBURT ST","1900","146400",9,4,0
16296,"670 WASHINGTON AV","1925","428700",9,5,NA
16297,"252 SPRING ST","1900","125000",6,3,0
16298,"250 SPRING ST","1900","122500",5,3,0
16299,"246 SPRING ST","1900","152300",9,3,0
16300,"242 SPRING ST","1990","141000",6,3,0
16301,"216 SPRING ST","1900","163700",7,4,0
16302,"214 SPRING ST","1900","142600",7,3,0
16303,"212 SPRING ST","1900","144300",6,3,0
16304,"206 SPRING ST","1920","133000",3,2,0
16305,"202 SPRING ST","1900","127900",5,3,1
16306,"92 HURLBURT ST","1900","102400",4,2,1
16307,"88 HURLBURT ST","1900","93700",4,2,0
16308,"84 HURLBURT ST","1900","96800",3,3,0
16309,"173 ROSETTE ST","1900","95700",5,2,0
16310,"177 ROSETTE ST","1900","103600",3,1,1
16311,"179 ROSETTE ST","1900","93200",2,1,0
16312,"185 ROSETTE ST","1900","157600",5,3,0
16313,"189 ROSETTE ST","1900","118300",3,1,1
16314,"193 ROSETTE ST","1988","131600",6,2,0
16315,"ROSETTE ST",NA,"13900",NA,NA,NA
16316,"199 ROSETTE ST","1900","85700",2,1,0
16317,"203 ROSETTE ST","1900","109900",5,2,0
16318,"207 ROSETTE ST","1900","125200",6,2,1
16319,"211 ROSETTE ST",NA,"30600",NA,NA,NA
16320,"215 ROSETTE ST","1900","379000",NA,NA,NA
16321,"223 ROSETTE ST","1900","91500",5,3,0
16322,"227 ROSETTE ST","1900","119200",4,3,0
16323,"690 WASHINGTON AV","1900","257400",0,0,NA
16324,"476 HOWARD AV","1900","152800",6,3,0
16325,"470 HOWARD AV","1875","166400",9,3,0
16326,"466 HOWARD AV","1900","162300",8,3,0
16327,"460 HOWARD AV","1900","198000",7,3,0
16328,"456 HOWARD AV","1937","141700",5,1,1
16329,"61 ROSETTE ST","1910","121200",4,2,0
16330,"71 ROSETTE ST","1900","150400",4,1,1
16331,"73 ROSETTE ST","1910","136400",4,2,0
16332,"75 ROSETTE ST","1989","114000",3,1,0
16333,"91 ROSETTE ST","1888","1252900",0,0,NA
16334,"138 SPRING ST","1900","140300",4,2,0
